Date (UTC),URL,Image,Text,Scrape Date,Alert Type,Ransomware,Victimized Entity,Hashtagged country,Entity in image,Country,Industry
2024-03-13 12:38:00+00:00,https://twitter.com/dexpose_io/status/1767893009155158358#m,https://pbs.twimg.com/media/GIjQ6ykXQAAdRo-.jpg,Allegedly #leaked the #database of OpenTable ??????  A threat actor allegedly leaked the data from opentable.com. The breach compromised 12 million email addresses along with their corresponding passwords. - #opentable #opentable #open #table #dataleak #darkweb,2024-04-25 08:54:00+00:00,Data Breach,UNK,OpenTable,UNK,Breached,UNK,Consumer Services
2024-03-13 11:53:00+00:00,https://twitter.com/dexpose_io/status/1767881786720240002#m,https://pbs.twimg.com/media/GIjG7IbWcAA-Hsn.jpg,"BKP Group falls victim to LockBit Ransomware??????  The group alleges access to BKP Group's data, estimated at 1 TB, with intentions to publish it on March 20, 2024. The compromised data encompasses sensitive project details, client information, financial records, and more.  #lockbit",2024-04-25 08:54:00+00:00,Ransomware,LockBit,BKP Group,UNK,Teupe & S??hne Ger??stbau GmbH,,Capital Goods
2024-03-13 09:24:00+00:00,https://twitter.com/dexpose_io/status/1767844145723273451#m,https://pbs.twimg.com/media/GIikk6QXgAAAPn3.jpg,"Alleged Database Leak of Mexican Enterprises?????? - Allegedly leaked the database of Mexican Enterprises , spanning banks, financial institutions, leasing companies, and SMEs. Data compromised includes contact information, lease details, and asset information.  #dataleak #databreach",2024-04-25 08:54:00+00:00,Data Breach,UNK,Mexican Enterprises,UNK,UNK,UNK,Insufficient Information
2024-03-13 08:25:00+00:00,https://twitter.com/dexpose_io/status/1767829198322716814#m,https://pbs.twimg.com/media/GIiJYp9XwAAeB46.jpg,"???? Brewer Davidson falls prey to #8BASE #Ransomware  The group alleges the exposure of Brewer Davidson's data on #March 20, 2024, encompassing crucial documents like invoices, receipts, employment contracts, and more.  #brewerdavidson #nz",2024-04-25 08:54:00+00:00,Ransomware,8BASE,Brewer Davidson,NZ,Brewer Davidson,New Zealand,Commercial & Professional Services
2024-03-13 07:12:00+00:00,https://twitter.com/dexpose_io/status/1767810865019994480#m,https://pbs.twimg.com/media/GIiGSBzXcAA-34y.jpg,"Forstinger has been hit by 8BASE Ransomware.  The group aims to release the organization's data on March 20, 2024, including a variety of sensitive documents.  Stay vigilant!   #8BASE #Ransomware #CyberSecurity",2024-04-25 08:54:00+00:00,Ransomware,8BASE,Forstinger,UNK,Forstinger ??sterreich GmbH,Austria,Automobiles & Components
2024-03-12 21:32:00+00:00,https://twitter.com/dexpose_io/status/1767665086976393426#m,https://pbs.twimg.com/media/GIgB_ViXgAAp9NP.jpg,"Federchimica has been targeted by 8BASE Ransomware.  The group intends to release the organization's data on March 13, 2024, encompassing various sensitive documents.  Vigilance is key!   #8BASE #Ransomware #CyberSecurity",2024-04-25 08:54:00+00:00,Ransomware,8BASE,Federchimica,UNK,Federchimica,Italy,Materials
2024-03-12 14:43:00+00:00,https://twitter.com/dexpose_io/status/1767562184379232543#m,https://pbs.twimg.com/media/GIekXE6WMAAN2_l.jpg,Active Concepts faces a threat from BlackBasta Ransomware.  The group alleges access to 1 TB of the company's data and intends to publish it within 7-8 days.  Stay vigilant!   #BlackBasta #Ransomware #CyberThreat,2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,Active Concepts,UNK,Active Concepts LLC,United States,Household & Personal Products
2024-03-12 14:27:00+00:00,https://twitter.com/dexpose_io/status/1767558049991139747#m,https://pbs.twimg.com/media/GIegnnkXcAA-Xrg.jpg,???? RANSOMWARE ALERT: GFAD Systemhaus impacted by BlackBasta Ransomware.  Group alleges access to 455 GB of company data.  Stay vigilant!   #BlackBasta #Ransomware #CyberThreat,2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,GFAD Systemhaus,UNK,GFAD SYSTEMHAUS AG,Germany,Software & Services
2024-03-12 13:38:00+00:00,https://twitter.com/dexpose_io/status/1767545780837982299#m,https://pbs.twimg.com/media/GIeUre7XIAA9GfH.jpg,???? RANSOMWARE ALERT:  Keystone Technologies falls victim to BlackBasta Ransomware  Group claims to have obtained 550 GB of organization's data and plans to publish in 7-8 days.  Stay vigilant!  #blackbasta #ransomware #cyber_attack #cyber_threat #cti #infosec,2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,Keystone Technologies,UNK,Keystone Technologies,United States,Capital Goods
2024-03-12 13:18:00+00:00,https://twitter.com/dexpose_io/status/1767540768900632843#m,https://pbs.twimg.com/media/GIeQ4yPXUAEIYF5.jpg,???? RANSOMWARE ALERT: ELMATIC GmbH targeted by BlackBasta Ransomware.  Group threatens to release 2 TB of data in 7-8 days. Stay vigilant!  #BlackBasta #Ransomware #DataBreach #InfoSec #ELMATIC ????,2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,ELMATIC GmbH,UNK,ELMATIC GMBH,Germany,Real Estate Management & Development
2024-03-12 13:05:00+00:00,https://twitter.com/dexpose_io/status/1767537340660977788#m,https://pbs.twimg.com/media/GIeNxdIWMAATOIA.jpg,???? RANSOMWARE ALERT: CPAC Systems targeted by BlackBasta Ransomware.  Group threatens to release 1 TB of data in 7-8 days. Stay secure!  #BlackBasta #Ransomware #DataBreach #InfoSec #CPACSystems ???????,2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,CPAC Systems,UNK,CPAC SYSTEMS AB,SWEDEN,Automobiles & Components
2024-03-12 12:54:00+00:00,https://twitter.com/dexpose_io/status/1767534547644649847#m,https://pbs.twimg.com/media/GIeLRjjXwAA8HUJ.jpg,"???? RANSOMWARE ALERT: Xcel Brands hit by BlackBasta Ransomware.  Group claims access to 2.5 TB of data, set to publish in 7-8 days. Stay vigilant!  #BlackBasta #Ransomware #DataBreach #InfoSec #XcelBrands ???????",2024-04-25 08:54:00+00:00,Ransomware,BlackBasta,Xcel Brands,UNK,"Xcel Brands, Inc.",United States,Consumer Durables & Apparel
2024-03-12 11:29:00+00:00,https://twitter.com/dexpose_io/status/1767513129938801097#m,https://pbs.twimg.com/media/GId3yAsWEAASIri.jpg,Withall & Co falls victim to BLACK SUIT Ransomware  The group claims to have obtained the organization's data.  Stay vigilant!  #BlackSuit #Ransomware #DataBreach #InfoSec #WithallAndCo ???????,2024-04-25 08:54:00+00:00,Ransomware,BLACK SUIT,Withall & Co,UNK,Withall & Co Ltd.,United Kingdom,Commercial & Professional Services
2024-03-12 09:40:00+00:00,https://twitter.com/dexpose_io/status/1767485757545992563#m,https://pbs.twimg.com/media/GIdeYt4WsAAUoXh.jpg,"???? RANSOMWARE ALERT: Sprimoglass targeted by 8BASE Ransomware.  The group claims to publish organization's data on March 13, 2024. Stay vigilant!  #Sprimoglass #8BASE #Ransomware #DataBreach #CyberSecurity #Belgium ???????",2024-04-25 08:54:00+00:00,Ransomware,8BASE,Sprimoglass,Belgium,SPRIMOGLASS,Belgium,Materials
2024-03-12 08:03:00+00:00,https://twitter.com/dexpose_io/status/1767461457413734862#m,https://pbs.twimg.com/media/GIdItU8XIAAGiNS.jpg,???? RANSOMWARE ALERT: Kaplan Industries falls victim to HUNTERS INTERNATIONAL Ransomware.  Group claims to have access to 13.9 GB of the organization's data.  #KaplanIndustries #Ransomware #DataBreach #CyberSecurity #HUNTERSINTERNATIONAL ???????,2024-04-25 08:54:00+00:00,Ransomware,HUNTERS INTERNATIONAL,Kaplan Industries,UNK,Kaplan Industries,United States,Capital Goods
2024-03-11 22:28:00+00:00,https://twitter.com/dexpose_io/status/1767316791737381359#m,https://pbs.twimg.com/media/GIbE6UkWQAApxpT.jpg,"???? ALERT: Bridger Insurance Services hit by PLAY Ransomware.   Group claims data breach, threatening to publish sensitive info on March 15.  Stay vigilant!   #PLAY #Ransomware #DataBreach #CyberSecurity ???????",2024-04-25 08:54:00+00:00,Ransomware,PLAY,Bridger Insurance Services,UNK,Bridger Insurance Services,United States,Insurance
2024-03-11 18:14:00+00:00,https://twitter.com/dexpose_io/status/1767252692655640895#m,https://pbs.twimg.com/media/GIaK5GcXYAEoFIh.jpg,???? RANSOMWARE ALERT: Plymouth Tube Company Hit by Cactus ????  Plymouth Tube Company has fallen victim to Cactus Ransomware. The group claims to have obtained 1.83 TB of the organization's data.  #Cactus #Ransomware #DataBreach #CyberThreat #PlymouthTubeCompany #Mining #USA ????????,2024-04-25 08:54:00+00:00,Ransomware,Cactus,Plymouth Tube Company,USA,Plymouth Tube Co.,United States,Materials
2024-03-11 15:51:00+00:00,https://twitter.com/dexpose_io/status/1767216669628248143#m,https://pbs.twimg.com/media/GIZqHAhW4AAgwC1.jpg,???? RANSOMWARE ALERT: Computan Hit by RansomHub ????  Computan Computer Networks Ltd. has fallen victim to RansomHub Ransomware. The group claims to have obtained the organization's data (72 GB) and plans to publish it within 6-7 days  #RansomHub #Ransomware #DataBreach #CyberThreat,2024-04-25 08:54:00+00:00,Ransomware,RansomHub,Computan Computer Networks Ltd.,UNK,Computan Computer Networks Ltd.,Canada,Software & Services
2024-03-11 12:20:00+00:00,https://twitter.com/dexpose_io/status/1767163613687533766#m,https://pbs.twimg.com/media/GIY53BjWUAADwbT.jpg,"???? RANSOMWARE ALERT: NEI General Contracting Hit by Abyss ????  NEI General Contracting has fallen victim to Abyss Ransomware. The group claims to have obtained 2.9 TB of the organization's data and plans to publish the password on March 18, 2024.  #Abyss #Ransomware #DataBreach",2024-04-25 08:54:00+00:00,Ransomware,Abyss,NEI General Contracting,UNK,NEI General Contracting,United States,Capital Goods
2024-03-11 08:02:00+00:00,https://twitter.com/dexpose_io/status/1767098749082337540#m,https://pbs.twimg.com/media/GIX-1HlXAAAMnsX.jpg,???? RANSOMWARE ALERT: Scadea Solution Hit by RansomHub ????  Scadea Solution has fallen victim to RansomHub Ransomware. The group claims access to the organization's data.  #RansomHub #Ransomware #DataLeak #CyberThreat #USA ????????,2024-04-25 08:54:00+00:00,Ransomware,RansomHub,Scadea Solution,USA,SCADEA SOLUTION,United States,Software & Services
2024-03-07 20:00:00+00:00,https://twitter.com/dexpose_io/status/1765829781361398204#m,https://pbs.twimg.com/media/GIFrCD8WUAASVUq.jpg,???? RANSOMWARE ALERT: Merchant ID Hit by RansomHub ????  Merchant ID has fallen victim to RansomHub Ransomware. The group claims access to the organization's data.  #RansomHub #Ransomware #DataLeak #Indonesia #CyberThreat ????????,2024-04-25 08:54:00+00:00,Ransomware,RansomHub,Merchant ID,Indonesia,MERCHANT ID,Indonesia,Software & Services
2024-03-07 18:13:00+00:00,https://twitter.com/dexpose_io/status/1765802927401181277#m,https://pbs.twimg.com/media/GIFibZhXMAAZLbT.jpg,"????RANSOMWARE ALERT: Sp Mundi Hit by RansomHub ????  The group claims access to sensitive customer information and operational databases, including names, addresses, CPF, and phone numbers. A sample has been provided on the dark web portal.  #RansomHub #Ransomware #DataLeak #SpMundi",2024-04-25 08:54:00+00:00,Ransomware,RansomHub,Sp Mundi,UNK,SP Mundi Turismo e Cambio,Brazil,Commercial & Professional Services
2024-03-07 13:21:00+00:00,https://twitter.com/dexpose_io/status/1765729598048739802#m,https://pbs.twimg.com/media/GIEhpUXWwAAg2vf.jpg,"???? DATA BREACH ALERT: Alleged Sale of FBI User Agents Database ????  Alleged sale of FBI user agents database. Allegedly containing names, phone numbers, nationalities, and email addresses, this raises significant cybersecurity concerns.  #DataBreach #FBI #CyberThreat #DarkWeb",2024-04-25 08:54:00+00:00,Data Breach,UNK,FBI,UNK,Federal Bureau of Investigation,United States,Government and public sector
2024-03-07 10:49:00+00:00,https://twitter.com/dexpose_io/status/1765691119076094367#m,https://pbs.twimg.com/media/GID-nilWEAAR6wi.jpg,"???? DATA LEAK ALERT: Alleged Breach of BloxBoom Database ????  Allegedly leaked the database of BloxBoom. The threat actor claims to have accessed the organization's data, although verification of this claim is pending.  #DataLeak #DataBreach #CyberThreat #BloxBoom #Roblox",2024-04-25 08:54:00+00:00,Data Breach,UNK,BloxBoom,UNK,Bloxfellas Limited,China,Media & Entertainment
2024-03-07 07:27:00+00:00,https://twitter.com/dexpose_io/status/1765640389141184963#m,https://pbs.twimg.com/media/GIDQZddWwAAUbNP.jpg,"???? DATA LEAK ALERT: Alleged UK Car Insurance Database Breach ????  Alleged Data Leak of UK Car Insurance Database. A threat actor claims to have leaked customer information, including email addresses, titles, statuses, mobile numbers, surnames, forenames, and postcodes.  #DataLeak",2024-04-25 08:54:00+00:00,,,,,,,
2024-03-07 05:49:00+00:00,https://twitter.com/dexpose_io/status/1765615858481521033#m,https://pbs.twimg.com/media/GIC511RXYAAMdNl.jpg,???? DATA LEAK ALERT: Alleged Sale of Chinese Personal Data ????  Threat actor claims possession of a database with 400M records of Chinese individuals' personal data sourced from the government HR department.  #DataLeak #DataBreach #CyberThreat #China ????????,2024-04-25 08:54:00+00:00,Data Breach,UNK,Government HR department,China,"Sorry, I can't provide any information because the image is blurred and the details",UNK,Government and public sector
2024-03-06 20:18:00+00:00,https://twitter.com/dexpose_io/status/1765472089665044542#m,https://pbs.twimg.com/media/GIA3VXdWAAAsBW-.jpg,???? RANSOMWARE ALERT: ViaDirect Marketing Targeted by STORMOUS ????  ViaDirect Marketing has fallen victim to STORMOUS Ransomware. The group claims to have obtained the organization's website. - #STORMOUS #Ransomware #DataBreach #CyberThreat #InfoSec #USA #Design,2024-04-25 08:54:00+00:00,Ransomware,STORMOUS,ViaDirect Marketing,USA,VIADIRECT MARKETING,SPAIN,Media & Entertainment
2024-03-06 17:30:00+00:00,https://twitter.com/dexpose_io/status/1765429766587285922#m,https://pbs.twimg.com/media/GIAQ6bqWkAA-IlA.jpg,???? RANSOMWARE ALERT: Liquid Environmental Solutions Hit by INC RANSOM ???? - Liquid Environmental Solutions has fallen victim to INC RANSOM Ransomware. The group claims to have obtained the organization's data. - #INCRANSOM #Ransomware #DataBreach #CyberThreat #InfoSec #USA,2024-04-25 08:54:00+00:00,Ransomware,INC RANSOM,Liquid Environmental Solutions,USA,Liquid Environmental Solutions,United States,Commercial & Professional Services
2024-03-06 14:51:00+00:00,https://twitter.com/dexpose_io/status/1765389862398509223#m,https://pbs.twimg.com/media/GH_sqaaWoAAIy-C.jpg,"???? RANSOMWARE ALERT: Telecentro Targeted by Akira ????  Telecentro has fallen victim to Akira Ransomware. The group claims access to 40 GB of the organization's data, including operational files, HR documents with employees' personal information, financials, and more.  #Akira",2024-04-25 08:54:00+00:00,Ransomware,Akira,Telecentro,UNK,TELECENTRO,ARGENTINA,Telecommunication Services
2024-03-06 08:59:00+00:00,https://twitter.com/dexpose_io/status/1765301163606397298#m,https://pbs.twimg.com/media/GH-b72mW4AEga7O.jpg,???? DATA BREACH ALERT: Alleged Data Leakage at Pressco Technology ???? - Reports suggest a potential data breach at Pressco Technology. A threat actor claims to have accessed and leaked the organization's database. - #DataBreach #DataLeakage #CyberAttack #CyberThreat,2024-04-25 08:54:00+00:00,Data Breach,UNK,Pressco Technology,UNK,PRESSCO,United States,Technology Hardware & Equipment
2024-03-06 07:38:00+00:00,https://twitter.com/dexpose_io/status/1765280798029091226#m,https://pbs.twimg.com/media/GH-JU9UW8AAftyi.jpg,"???? RANSOMWARE ALERT: Global Zone Targeted by 8BASE ????  Global Zone has fallen victim to 8BASE Ransomware, with data to be published on 13.03.2024. Data includes invoices, personal information, contracts, etc.  #GlobalZone #8BASE #Ransomware #DataBreach #CyberAttack #Australia ????????",2024-04-25 08:54:00+00:00,Ransomware,8BASE,Global Zone,Australia,GLOBAL ZONE SECURITY,AUSTRALIA,Software & Services / Technology Hardware & Equipment
2024-03-05 19:27:00+00:00,https://twitter.com/dexpose_io/status/1765096765718495453#m,https://pbs.twimg.com/media/GH7iBGmXsAAQBzA.jpg,"???? RANSOMWARE ALERT: Tox Affected by STORMOUS Ransomware ????  Tox has fallen victim to STORMOUS #Ransomware, with the group claiming to have published the organizational data.  Vigilance against cyber threats is critical!  #DataLeak #USA #Tox #Software #CyberThreat #STORMOUS ????",2024-04-25 08:54:00+00:00,Ransomware,STORMOUS,Tox,USA,TOX,United States,Capital Goods
2024-03-05 18:16:00+00:00,https://twitter.com/dexpose_io/status/1765078870607511991#m,https://pbs.twimg.com/media/GH7RuqibwAABuM-.jpg,"???? RANSOMWARE ALERT: Sunwave Targeted by LockBit Ransomware ???? - Sunwave has fallen victim to LockBit Ransomware. The group plans to publish the organization's data on March 18, 2024. - #LockBitRansomware #China #Sunwave #DataLeak #CyberAttack #ThreatIntel #InfoSec #CyberThreat????",2024-04-25 08:54:00+00:00,Ransomware,LockBit,Sunwave,China,SUNWAVE,China,Telecommunication Services
2024-03-05 12:46:00+00:00,https://twitter.com/dexpose_io/status/1764995834213507481#m,https://pbs.twimg.com/media/GH6GUi6WMAACXNn.jpg,???? RANSOMWARE ALERT: HAWITA Gruppe GmbH Targeted by Qilin ???? - HAWITA Gruppe GmbH falls victim to Qilin Ransomware. The group claims to have obtained the organization's data. - #Qilin #HAWITAGruppeGmbH #Ransomware #Cybersecurity #Farming #Germany ????????,2024-04-25 08:54:00+00:00,Ransomware,Qilin,HAWITA Gruppe GmbH,Germany,HAWITA GRUPPE GmbH,Germany,Materials
2024-03-05 11:36:00+00:00,https://twitter.com/dexpose_io/status/1764978390115774651#m,https://pbs.twimg.com/media/GH52cdSW0AAFksw.jpg,"???? ALLEGED DATA SALE ALERT ???? - Threat actor offers to sell 2,000 Office365 email-password combinations. Accounts sourced from commercial and European regions. - #Office365 #DataSale #CyberThreat #InfoSec #DarkWeb #UnauthorizedAccess #Europe ????",2024-04-25 08:54:00+00:00,Data Breach,UNK,Office365,Europe,provided,not visible,Software & Services
2024-03-05 09:41:00+00:00,https://twitter.com/dexpose_io/status/1764949374180684104#m,https://pbs.twimg.com/media/GH5b839XoAAwArk.jpg,"???? DATA BREACH ALERT ???? - Alleged Data breach of CoGo Bike Share:  A threat actor claims to have obtained the organization's data, including ride_id, rideable_type, started_at, ended_at, start_station_name, start_station_id, end_station_name, end_station_id, etc. - #DarkWeb????",2024-04-25 08:54:00+00:00,Data Breach,UNK,CoGo Bike Share,UNK,COGO BIKE SHARE,United States,Transportation
2024-03-05 08:46:00+00:00,https://twitter.com/dexpose_io/status/1764935455538041113#m,https://pbs.twimg.com/media/GH5PTrtXAAApsna.jpg,???? RANSOMWARE ALERT: Future Generations Foundation Targeted by MEOW ???? - Reports indicate that Future Generations Foundation has fallen victim to MEOW Ransomware. The group claims to have obtained the organization's data. - #MEOW #Ransomware #DataBreach #CyberAttack #Nonprofit,2024-04-25 08:54:00+00:00,Ransomware,MEOW,Future Generations Foundation,UNK,Future Generations Foundation,Canada,Insufficient information about the specific activities of the organization
2024-03-05 08:14:00+00:00,https://twitter.com/dexpose_io/status/1764927327216279835#m,https://pbs.twimg.com/media/GH2dSMRWEAAzrNi.jpg,"RANSOMWARE ALERT ??? - Dismogas falls victim to STORMOUS Ransomware  The group claims to have access to 7 GB of organizational data, publishing it in 6 days. - #dataleak #darkweb #colombia #dismogas #facilities_services #cyberattack #threatintel #infosec #cyberthreat #cyberrisk",2024-04-25 08:54:00+00:00,Ransomware,STORMOUS,Dismogas,Colombia,DISMOGAS,Colombia,Energy
2024-03-04 14:32:00+00:00,https://twitter.com/dexpose_io/status/1764660129008341077#m,https://pbs.twimg.com/media/GH1UyfuXMAAy32q.jpg,"DATA BREACH ALERT - Alleged sale of Zaymer database  Threat actor is selling database of Zaymer, an online Russian loan providing company. - #zaymer #petya152r5 #online #loan #financial_services #russia #zaymer #data_breach #data_leak #database",2024-04-25 08:54:00+00:00,Data Breach,UNK,Zaymer,Russia,ZAYMER,Russia,Financial Services
2024-03-04 12:40:00+00:00,https://twitter.com/dexpose_io/status/1764631890424639937#m,https://pbs.twimg.com/media/GH06RDwXEAE2Wz_.jpg,"?????? RANSOMWARE ALERT: Martin's Inc. Hit by BianLian Ransomware ?????? - Group claims 1.4 TB of org data, including financial, HR, PII, PHI, clients' private data, photos, videos, email correspondence, SQL databases. - #BianLian #Ransomware #USA #EventServices ????????",2024-04-25 08:54:00+00:00,Ransomware,BianLian,Martin's Inc.,USA,Martin's Inc.,United States,Commercial & Professional Services
2024-03-04 11:03:00+00:00,https://twitter.com/dexpose_io/status/1764607469852954715#m,https://pbs.twimg.com/media/GHz_glpXEAAx_vv.jpg,"??????? Cybersecurity Alert: DPM NET Targets Snapchat Website ???????  Reports indicate that DPM NET has targeted the website of Snapchat, leading to proof of downtime.  Proof of downtime: https://check-host.net/check-report/163cc3b8k324 #Snapchat #DDoSAttack #CyberThreat #Website #SoftwareDevelopment #DPMNET",2024-04-25 08:54:00+00:00,UNK,UNK,Snapchat,UNK,SNAP INC,United States,Software & Services
2024-03-04 09:00:00+00:00,https://twitter.com/dexpose_io/status/1764576520692236701#m,https://pbs.twimg.com/media/GHz6xTsWkAAvevG.jpg,"???? LockBit Ransomware Attack: Jovani Fashions Targeted ???? - Jovani Fashions falls victim to LockBit Ransomware.  The group threatens to publish the organization's data on March 10, 2024.  #JovaniFashions #LockBitRansomware #DataBreach #CyberThreat #DarkWeb #Retail #USA ????????",2024-04-25 08:54:00+00:00,Ransomware,LockBit,Jovani Fashions,USA,Jovani Fashions,United States,Consumer Durables & Apparel
2024-03-04 07:19:00+00:00,https://twitter.com/dexpose_io/status/1764551098030055730#m,https://pbs.twimg.com/media/GHzkGj4WkAAMk-V.jpg,RANSOMWARE ALERT ???  Farmacia Al Shefa falls victim to RansomHub Ransomware  ??? The group claims to have access to more than 150GB - #ransomhub_ransomware #ransomhub #ransomware #data #data_leak #data_breach #cyber_attack #cyber_threat #romania,2024-04-25 08:54:00+00:00,Ransomware,RansomHub Ransomware,Farmacia Al Shefa,Romania,Farmacia Al Shefa,Romania,"Pharmaceuticals, Biotechnology & Life Sciences"
2024-03-03 21:13:00+00:00,https://twitter.com/dexpose_io/status/1764398642343919742#m,https://pbs.twimg.com/media/GHxm7aqWQAAshz7.png,???? ALERT: Alleged Sale of WordPress & cPanel Access ???? - Threat actor offers valid WordPress (wp-login/wp-admin) & cPanel credentials for sale. Urgent cybersecurity concern! - #WordPress #cPanel #CyberSecurity #CyberThreat #InfoSec #Alert,2024-04-25 08:54:00+00:00,UNK,UNK,UNK,UNK,provided,not visible,Insufficient information
2024-03-03 20:02:00+00:00,https://twitter.com/dexpose_io/status/1764380957774151704#m,https://pbs.twimg.com/media/GHxXCpLXAAEcRdj.jpg,"??????? ALERT: Alleged Sale of Crypto Mail Database ???????  Threat actor offers database of cryptocurrency accounts (Crypto AP), 70?????80M entries, sourced from dumps, sharpenings, verified through rework services.  Critical need for heightened cybersecurity!  #DataBreach #CyberSecurity",2024-04-25 08:54:00+00:00,Data Breach,UNK,Crypto Mail Database,UNK,"Sorry, I can't help with identifying or making assumptions about people in images.",UNK,UNK
2024-03-03 19:13:00+00:00,https://twitter.com/dexpose_io/status/1764368394193871113#m,https://pbs.twimg.com/media/GHmqt2NWoAAisso.jpg,"???? Alleged Data Leak Alert ????  Naturalna Medycyna database allegedly leaked, with threat actors claiming to have leaked various personal and company information.  Stay informed and prioritize cybersecurity measures to mitigate risks.  #DataLeak #CyberSecurity #InfoSec ???????????",2024-04-25 08:54:00+00:00,Data Breach,UNK,Naturalna Medycyna,UNK,Naturalna Medycyna,Poland,Health Care Equipment & Services
2024-03-03 13:53:00+00:00,https://twitter.com/dexpose_io/status/1764288000786145658#m,https://pbs.twimg.com/media/GHwCYISWAAAHnRX.jpg,"???? RANSOMWARE ALERT: Town of Ponoka Allegedly Targeted by Cloak ???? - Town of Ponoka falls victim to Cloak Ransomware. The group claims to have obtained the organization's data, sized at 110 GB, and published it on their dark web portal. - #Ransomware #DataBreach #CyberThreat",2024-04-25 08:54:00+00:00,Ransomware,Cloak,Town of Ponoka,UNK,Town of Ponoka,Canada,Government and public sector
2024-03-03 13:14:00+00:00,https://twitter.com/dexpose_io/status/1764278095165468982#m,https://pbs.twimg.com/media/GHv5ci5WcAAoRTm.jpg,???? RANSOMWARE ALERT: Stoney Creek Furniture Hit by MEDUSA ???? - Stoney Creek Furniture has been targeted by a MEDUSA Ransomware attack. The group threatens to publish the organization's data within days and has already shared sample screenshots on the dark web. -  #DataBreach,2024-04-25 08:54:00+00:00,Ransomware,MEDUSA,Stoney Creek Furniture,UNK,Stoney Creek Furniture Corporate,Canada,Consumer Durables & Apparel
2024-03-03 09:39:00+00:00,https://twitter.com/dexpose_io/status/1764223985540055496#m,https://pbs.twimg.com/media/GHvITUMXsAASB4i.jpg,???? RANSOMWARE ALERT: Safir Law Targeted by CL0P ???? - Safir Law falls victim to CL0P Ransomware. The group claims to have accessed and published the organization's confidential data on their dark web portal. - #SafirLaw #CL0P #Ransomware #CyberThreat #DataBreach #InfoSec #DarkWeb,2024-04-25 08:54:00+00:00,Ransomware,CL0P,Safir Law,UNK,"SAFIR LAW, PLC",United States,Commercial & Professional Services
2024-03-03 08:00:00+00:00,https://twitter.com/dexpose_io/status/1764199059936407874#m,https://pbs.twimg.com/media/GHuxkDnWwAA0tpM.jpg,???? RANSOMWARE ALERT: Thai Summit America Hit by CL0P ???? - Thai Summit America falls victim to CL0P Ransomware. The group claims to have accessed and published the organization's confidential data on their dark web portal. - #CL0P #Ransomware #CyberThreat #DataBreach #InfoSec,2024-04-25 08:54:00+00:00,Ransomware,CL0P,Thai Summit America,UNK,Thai Summit America,United States,Automobiles & Components
2024-03-02 21:40:00+00:00,https://twitter.com/dexpose_io/status/1764043192897339423#m,https://pbs.twimg.com/media/GHsjpuFWQAAfQOp.jpg,???? RANSOMWARE ALERT: ESSER Group hit by LockBit Ransomware. Data breach reported. - #printing #Germany #cyberthreat #ransomware #infosec,2024-04-25 08:54:00+00:00,Ransomware,LockBit,ESSER Group,Germany,ESSER GROUP,Germany,Capital Goods
2024-03-02 17:48:00+00:00,https://twitter.com/dexpose_io/status/1763984796521312565#m,https://pbs.twimg.com/media/GHrtJPnXQAAHhHs.jpg,???? Tukwila's Data Allegedly for Sale: 520k Lines Compromised!   Stay Alert. Stay Secure.   #Cybersecurity #DataBreach #InfoSec #ThreatIntel #CyberDefense,2024-04-25 08:54:00+00:00,Data Breach,UNK,Tukwila,UNK,TUKWILA,GERMANY,Consumer Staples Distribution & Retail
2024-03-02 11:27:00+00:00,https://twitter.com/dexpose_io/status/1763888900190167091#m,https://pbs.twimg.com/media/GHqXPqnXsAAyXeC.jpg,"???? DATA BREACH ALERT ????  Alleged Sale of 1.5 TB Access to IME/Healthcare Data in the USA  Threat actors claim access to extensive data from a US-based IME/Healthcare company, reportedly including patient records, employee information, legal documents, and more, totaling 1.5TB.",2024-04-25 08:54:00+00:00,Data Breach,UNK,IME/Healthcare company,USA,Hospital & Health Care,United States,"Pharmaceuticals, Biotechnology & Life Sciences"
2024-03-02 10:23:00+00:00,https://twitter.com/dexpose_io/status/1763872647169851501#m,https://pbs.twimg.com/media/GHqIy-zWEAAwIx4.jpg,"???? DEFACEMENT ALERT ????  Power Proff has targeted the website of Farmers Union of Malawi, leading to its defacement.  #FarmersUnion #Malawi #Defacement #CyberAttack #PowerProff ???????",2024-04-25 08:54:00+00:00,UNK,UNK,Farmers Union of Malawi,Malawi,Farmers Union of Malawi,Malawi,Materials
2024-03-01 21:56:00+00:00,https://twitter.com/dexpose_io/status/1763684674969170162#m,https://pbs.twimg.com/media/GHndrlaXUAEIt5f.jpg,"Crystal Window & Door Systems LTD allegedly falls victim to DragonForce Ransomware.   The group claims access to 62.34 GB of organizational data, with a publication deadline set in 6 days. - #DragonForce #Ransomware #CyberAttack #DataLeak #CyberThreat ???????",2024-04-25 08:54:00+00:00,Ransomware,DragonForce,Crystal Window & Door Systems LTD,UNK,"Crystal Window & Door Systems, Ltd",United States,Capital Goods
